audio/000020a912.wav|male|বাংলাদেশে দায়িত্ব নেবে
audio/000039928e.wav|male|এ ধরণের কার্ড নিয়ে
audio/00009e687c.wav|female|হাসির বিষয় হয়েই আছে
audio/00012843bc.wav|female|সার্ক দেশগুলোতে
audio/00012880b1.wav|male|সহজেই যাওয়া যায়
audio/00014d427a.wav|female|অন্তর্ভুক্তও করেছে রাশিয়া
audio/0001e9f600.wav|female|সুরকার হিসেবে
audio/0001ee459b.wav|female|যাতে বিবাহ শাদী দিলে
audio/0001fd54d9.wav|female|আপনার গল্প ছাড়া
audio/0002a04050.wav|male|বীরভূম জেলা হাসপাতালে
audio/0002c06046.wav|female|মান্নান সৈয়দের মৃত্যুর পর 1
audio/0002f5e8b7.wav|female|পুলিশের সন্দেহ
audio/00030c9001.wav|female|বাঙালি মধ্যবিত্তের ধর্ম
audio/000339782d.wav|male|কোন অতিবৃষ্টি অরণ্যেই
audio/00033caf16.wav|female|তখন তার প্রতিক্রিয়াটা
audio/000549887f.wav|male|তাদের হুমকি দেয়া হয়েছিল
audio/000571e8eb.wav|male|বিশেষ ছাড়ের ব্যবস্থা করা
audio/0005c0cb27.wav|female|অসাধারণ অভিনয় করেন ছবি 1
audio/0005c694a1.wav|female|দুপুরের রোদে
audio/000633820e.wav|male|অতঃপর 1960 সালের ২৬শে 1
audio/00067a3bf3.wav|female|আরেকটি বড় ধরনের
audio/0007ec5c58.wav|male|তখন থেকেই ডাকটিকিট সংগ্রহ
audio/00081f7414.wav|male|শক্তি চট্টোপাধ্যায়
audio/00090d52b7.wav|female|মনোনয়ন বাতিলের ক্ষমতাও
audio/00090e7ccd.wav|female|শিরোনাম আমার ছবি
audio/00092bb274.wav|male|ঘানিটা ঘুরছে
audio/000970168f.wav|male|বিকশিত করতে চাই
audio/00098b3964.wav|female|পুরুষের তৈরি করা
audio/00099c95d0.wav|male|ষড়যন্ত্র করবে
audio/0009a72716.wav|female|এই মার্কিনি বাবুর্চি
audio/0009c2d0f9.wav|male|তা নিয়ে প্রতিযোগিতার আয়োজন
audio/0009d560fe.wav|female|টেবিলের ওপর
audio/000a4567b4.wav|female|লকার্নো আন্তর্জাতিক চলচ্চিত্র উৎসবে
audio/000a50081a.wav|female|সব কিছুই ঘটে চলেছে
audio/000a9438d7.wav|female|যার যে মূল্য প্রাপ্য
audio/000ae4299c.wav|male|জোড়ালো করতেই ওবামা
audio/000af00d30.wav|female|শুল্ক বিভাগের কর্মকর্তারা
audio/000c03fe83.wav|female|নাচতে হয়
audio/000c053da3.wav|male|বিবাহ করিলেন
audio/000c77a792.wav|female|কিন্তু কৃষ্ণ রথের উপর
audio/000d7874ee.wav|male|বা অ্যালার্জির বংশগত রোগ 1
audio/000dc2f08b.wav|female|শাসন করত
audio/000f852677.wav|male|মনোযোগ দিয়েছে
audio/001050deb2.wav|male|পাকিস্তানের ৫৪-সদস্যের দল
audio/00110b32d4.wav|female|এই দ্বিগুণ দাম
audio/00112a63e8.wav|female|প্রায়ই ‘এককাট্টা শ্রেণী’ হিসেবে 1
audio/00113d863f.wav|female|কষ্টের কথা
audio/0011dc9c2f.wav|male|টেলিফিল্ম, নাটক ও চলচ্চিত্রে
audio/00122e09b7.wav|male|সবচেয়ে দামী খাবারটি
audio/00128c7353.wav|male|অথচ কোনো খবর নেই
audio/0012b9b651.wav|male|আঙুলের নখ
audio/0012fe9553.wav|male|দীর্ঘ দিন
audio/00133b44f7.wav|female|শিগগিরই একটা ভালো
audio/001352d84c.wav|male|দ্বিতীয় বাছাই
audio/0013c091de.wav|male|উদাহরণস্বরূপ বলা
audio/001415e92d.wav|female|সাজানোর জন্য
audio/0014eb81c0.wav|female|মনিরুজ্জামান চৌধুরীর হাতে
audio/00150297ca.wav|male|মুশকিল আসানকারীদের প্রচারপত্রে
audio/001528b596.wav|female|নিজেও আত্মহত্যা করেন
audio/00154bb7d4.wav|female|আমি তোমার
audio/0015b27f63.wav|male|600 থেকে 800 মেগাওয়াট
audio/00165b8335.wav|male|যেসব খাবার খাওয়া হচ্ছে
audio/0016782bd0.wav|male|বাংলা উইকিপিডিয়া
audio/0016f4aa06.wav|female|কারণ রাজের জন্যই তো
audio/0016fc111c.wav|male|মামলা নিষ্পত্তি করতে হবে
audio/00171dce25.wav|male|আকাশের বুকে এক জ্বলন্ত 1
audio/00180e5568.wav|male|বাংলাদেশের পুলিশ বিভাগে কর্মরত
audio/0018e80698.wav|male|ওদের সঙ্গে চলে না
audio/001992bbc9.wav|male|প্রতিরোধের আভাস থাকলেও
audio/0019a76004.wav|female|একটি বিনোদনপত্রিকায় কুৎসিত ভাষায়
audio/0019b7ce7f.wav|female|আইন এবং রাজনীতির আবির্ভাব 1
audio/0019cda4ca.wav|male|খাড়া পাহাড়-প্রাচীরের তলার দিকে
audio/001aef3bb2.wav|female|টিনের স্যুটকেস
audio/001b710504.wav|female|ভারতের শতাধিক প্রেক্ষাগৃহে
audio/001bdb23d2.wav|male|মুজিবুর রহমানকেও
audio/001be0a9e1.wav|male|আফগানিস্তান বা পাকিস্তানে কাজকে
audio/001cebb990.wav|female|দুটো আরামদায়ক শয়ন-কক্ষ
audio/001d1c3e9b.wav|male|সেপ্টেম্বর ১৩, 1904
audio/001d61b062.wav|female|মেনে নিলেন
audio/001dd81463.wav|female|মানুষকে উদ্ধার করতে পারে
audio/001e458443.wav|male|এতে হামিদুল
audio/001f3a31d1.wav|male|ভূমিকা ছিল
audio/001f51dfd8.wav|female|৫-৬জন যুবক
audio/001f8d0ee1.wav|female|স্থগিত করেছেন
audio/00200225f5.wav|female|তাৎক্ষণিকভাবে এর কারণ জানা 1
audio/00203b850e.wav|female|তিনি অ্যাকোয়ারিস্ট নামে
audio/0020b3d755.wav|female|বাণিজ্যে ধর্ম ঢুকেছে
audio/0020ce9acf.wav|male|সে-ধরনের একটা কিছু
audio/002141b618.wav|female|সহিংস বিক্ষোভের অনেক চিহ্ন
audio/0021afb685.wav|female|নতুন হাসপাতালটা
audio/0022399e6d.wav|female|চালানটি পাওয়া যায়
audio/002261ad52.wav|female|থানায় মামলা করেছিলেন
audio/0022ad589c.wav|female|মোট দশটি খেলা খেলেছে 1
audio/00232be503.wav|female|শুরু হয় বিয়ে পড়ানো
audio/0023d2aed8.wav|male|দগ্ধ একজন যাত্রী
audio/00243e8222.wav|female|ছেলেটি আমাকে ছেড়ে চলে 1
audio/0024eee6dc.wav|female|গতকাল সকালে ছিল মুষলধারে 1
audio/0025ef0740.wav|male|মিছিলটি ঢাকা-গাজীপুর সড়কে পেীঁছলে
audio/002619ac0d.wav|male|বাস্তবায়ন করতেই
audio/002648db9d.wav|male|সঙ্কীর্ণ পথে চলিতেছিল
audio/0026972ff8.wav|male|বাংলা মোটর থেকে মৎস্য 1 পর্যন্ত
audio/0026c78e27.wav|male|জানতে চাইলেন
audio/0026ceb885.wav|female|সান্ধ্য কোর্স চালু করার
audio/00275797b0.wav|female|ভবানীপুর হাসপাতালে
audio/00291bb8a0.wav|female|তিনি যা করেছেন
audio/00293e356f.wav|female|বাসটি কিছুদূর যাওয়ার পর
audio/00297c46ca.wav|female|প্রাচীন ইতিহাস
audio/00299fec69.wav|female|এক বছরে 2 হাজার 1 টাকা
audio/0029c08f39.wav|female|আমরা ধীরে ধীরে সব 1
audio/0029d50ffa.wav|female|জেনারেটর সরবরাহ করেছে
audio/0029f8d64a.wav|female|প্রার্থীর নিরাপত্তা
audio/002a255b32.wav|female|নইলে হয়ত
audio/002a27ea9a.wav|male|2005 সাল থেকে তিনি
audio/002ad7b2b0.wav|male|বুধবার সন্ধ্যা ৬টায় শেষ 1
audio/002b3e4783.wav|female|64 জন জেলা শিক্ষা 1
audio/002b70b194.wav|female|একটা নির্দলীয়
audio/002ba897d0.wav|male|হয়ত অন্যরকম মাটি পাওয়া 1
audio/002bb58eca.wav|female|আজই কোন এক সময়
audio/002c1fb537.wav|female|গুরুত্বপূর্ণ ভূমিকা পালন করেন
audio/002c5a2ebc.wav|male|আর কংগ্রেস এগিয়ে আছে
audio/002c6d5cd7.wav|male|এরশাদ শিকদার
audio/002c730f94.wav|female|হাজার হাজার
audio/002c8e148e.wav|female|1875 থেকে 1904
audio/002d3d9914.wav|female|গৌরবের বীরের
audio/002d56ccd9.wav|male|শিক্ষকরা প্রশাসনিক ভবনের সামনে
audio/002dc1b95b.wav|female|আঁতকে উঠে পড়বে
audio/002e0e1af2.wav|female|প্রতিমাসে পাখি বিক্রি করে
audio/002f014586.wav|female|সৌদি আরবের সোফা কারখানায়
audio/002f0fd1c3.wav|male|আসাদুজ্জামান মজনু
audio/002f3d0839.wav|female|সুতরাং কাব্যকারের ইহাতে
audio/002f992612.wav|female|অথচ গল্পের কোথাও
audio/002fb5430c.wav|female|কোথায় স্থাপনের উদ্যোগ গ্রহন 1
audio/0030199b99.wav|male|ট্রেড ইউনিয়নকারী শ্রমিকদের
audio/0030c16f72.wav|female|বিভিন্ন দেশেও দেখা যাবে
